accession	biosample	sample_ids	sra_sample_acc	title	platform	instrument	total_spots	total_bases	bioproject	organism_name	library_name	library_layout	library_strategy	library_source	library_selection	sra_experiment_acc	sra_run_acc	sra_study_acc	sra_submitter_acc	run_total_bases	run_total_spots	file_urls	file_size	file_md5
GCA_965140235.1	SAMN46282778	SRA:SRS23877900	SRS23877900	Caretta caretta PacBio sequencing	PACBIO_SMRT	Sequel II	5168057	130345620432	PRJNA1214921	Caretta caretta	rCarCar2_PacBio_reads_2	SINGLE	WGS	GENOMIC	size fractionation	SRX27451423	SRR32105852	SRP559591	SRA2059052	130345620432	5168057	ftp.sra.ebi.ac.uk/vol1/fastq/SRR321/052/SRR32105852/SRR32105852_subreads.fastq.gz	47225375426	919a3980d013fcd720033c0ceeb789ea
GCA_965140235.1	SAMN46282778	SRA:SRS23877900	SRS23877900	Caretta caretta PacBio HiFi sequencing	PACBIO_SMRT	Sequel II	1528017	25685206337	PRJNA1214921	Caretta caretta	rCarCar2_PacBio_HiFi_demux_bam_3	SINGLE	WGS	GENOMIC	size fractionation	SRX27451422	SRR32105853	SRP559591	SRA2059052	25685206337	1528017	ftp.sra.ebi.ac.uk/vol1/fastq/SRR321/053/SRR32105853/SRR32105853_subreads.fastq.gz	21095311781	43afd2228288cb6bec693c5106aa69d6
GCA_965140235.1	SAMN46282778	SRA:SRS23877900	SRS23877900	Caretta caretta PacBio HiFi sequencing	PACBIO_SMRT	Sequel II	1529756	25759010681	PRJNA1214921	Caretta caretta	rCarCar2_PacBio_HiFi_fastq_3	SINGLE	WGS	GENOMIC	size fractionation	SRX27451421	SRR32105854	SRP559591	SRA2059052	25759010681	1529756	ftp.sra.ebi.ac.uk/vol1/fastq/SRR321/054/SRR32105854/SRR32105854_subreads.fastq.gz	21179855394	2ac33789606b2d28a471479335c7b500
GCA_965140235.1	SAMN46282778	SRA:SRS23877900	SRS23877900	Caretta caretta PacBio sequencing	PACBIO_SMRT	Sequel II	5323478	116387281500	PRJNA1214921	Caretta caretta	rCarCar2_PacBio_reads_3	SINGLE	WGS	GENOMIC	size fractionation	SRX27451420	SRR32105855	SRP559591	SRA2059052	116387281500	5323478	ftp.sra.ebi.ac.uk/vol1/fastq/SRR321/055/SRR32105855/SRR32105855_subreads.fastq.gz	49716659395	32dda13c6bb465a169200a3c94d0b148
GCA_965140235.1	SAMN46282778	SRA:SRS23877900	SRS23877900	Caretta caretta Hi-C sequencing	ILLUMINA	Illumina NovaSeq 6000	0	0	PRJNA1214921	Caretta caretta	rCarCar2_HiC_1	PAIRED	Hi-C	GENOMIC	Restriction Digest	SRX27451419	SRR32105856	SRP559591	SRA2059052			s3://sra-pub-src-18/SRR25741043/m54159_181005_000438.subreads.bam.1	2387626133	57d3fefefe854eac57d79357b9f418ed
GCA_965140235.1	SAMN46282778	SRA:SRS23877900	SRS23877900	Caretta caretta PacBio HiFi sequencing	PACBIO_SMRT	Sequel II	1307149	21933164915	PRJNA1214921	Caretta caretta	rCarCar2_PacBio_HiFi_demux_bam_1	SINGLE	WGS	GENOMIC	size fractionation	SRX27451418	SRR32105857	SRP559591	SRA2059052	21933164915	1307149	ftp.sra.ebi.ac.uk/vol1/fastq/SRR321/057/SRR32105857/SRR32105857_subreads.fastq.gz	18256502235	41264e5ca047b607b0fd775059162af0
GCA_965140235.1	SAMN46282778	SRA:SRS23877900	SRS23877900	Caretta caretta PacBio HiFi sequencing	PACBIO_SMRT	Sequel II	1582188	27697846147	PRJNA1214921	Caretta caretta	rCarCar2_PacBio_HiFi_demux_bam_4	SINGLE	WGS	GENOMIC	size fractionation	SRX27451417	SRR32105858	SRP559591	SRA2059052	27697846147	1582188	ftp.sra.ebi.ac.uk/vol1/fastq/SRR321/058/SRR32105858/SRR32105858_subreads.fastq.gz	21700056044	f03479d5715f6089754f10b9c6680adf
GCA_965140235.1	SAMN46282778	SRA:SRS23877900	SRS23877900	Caretta caretta PacBio HiFi sequencing	PACBIO_SMRT	Sequel II	1583460	27767023956	PRJNA1214921	Caretta caretta	rCarCar2_PacBio_HiFi_fastq_4	SINGLE	WGS	GENOMIC	size fractionation	SRX27451416	SRR32105859	SRP559591	SRA2059052	27767023956	1583460	ftp.sra.ebi.ac.uk/vol1/fastq/SRR321/059/SRR32105859/SRR32105859_subreads.fastq.gz	21781298659	e2db19070a41543b14ec5bd2e48ce565
GCA_965140235.1	SAMN46282778	SRA:SRS23877900	SRS23877900	Caretta caretta PacBio sequencing	PACBIO_SMRT	Sequel II	4183467	81130554652	PRJNA1214921	Caretta caretta	rCarCar2_PacBio_reads_4	SINGLE	WGS	GENOMIC	size fractionation	SRX27451415	SRR32105860	SRP559591	SRA2059052	81130554652	4183467	ftp.sra.ebi.ac.uk/vol1/fastq/SRR321/060/SRR32105860/SRR32105860_subreads.fastq.gz	39899674794	97e42f6e766765018038f2a7db1c40bc
GCF_028021215.1	SAMN32629250	SRA:SRS22255942	SRS22255942	Eschrichtius robustus PacBio sequencing	PACBIO_SMRT	Sequel II	4549511	72715767770	PRJNA1144518	Eschrichtius robustus	mEscRob2_PacBio_reads_4	SINGLE	WGS	GENOMIC	size fractionation	SRX25609224	SRR30140756	SRP524307	SRA1940631	72715767770	4549511	ftp.sra.ebi.ac.uk/vol1/fastq/SRR301/056/SRR30140756/SRR30140756_subreads.fastq.gz	33211989207	a8d26296f41ca71543412281df73c7ca
GCF_028021215.1	SAMN32629250	SRA:SRS22255942	SRS22255942	Eschrichtius robustus PacBio HiFi sequencing	PACBIO_SMRT	Sequel II	1291108	21015294098	PRJNA1144518	Eschrichtius robustus	mEscRob2_PacBio_HiFi_fastq_4	SINGLE	WGS	GENOMIC	size fractionation	SRX25609223	SRR30140757	SRP524307	SRA1940631	21015294098	1291108	ftp.sra.ebi.ac.uk/vol1/fastq/SRR301/057/SRR30140757/SRR30140757_subreads.fastq.gz	15808192117	8d7a53e49fe408747c24a448ef678325
GCF_028021215.1	SAMN32629250	SRA:SRS22255942	SRS22255942	Eschrichtius robustus PacBio sequencing	PACBIO_SMRT	Sequel II	5089011	81006516141	PRJNA1144518	Eschrichtius robustus	mEscRob2_PacBio_reads_3	SINGLE	WGS	GENOMIC	size fractionation	SRX25609222	SRR30140758	SRP524307	SRA1940631	81006516141	5089011	ftp.sra.ebi.ac.uk/vol1/fastq/SRR301/058/SRR30140758/SRR30140758_subreads.fastq.gz	37011082492	e323d116d7b0db22bfaebded63aa8cdc
GCF_028021215.1	SAMN32629250	SRA:SRS22255942	SRS22255942	Eschrichtius robustus PacBio HiFi sequencing	PACBIO_SMRT	Sequel II	1774910	26298236241	PRJNA1144518	Eschrichtius robustus	mEscRob2_PacBio_HiFi_fastq_3	SINGLE	WGS	GENOMIC	size fractionation	SRX25609221	SRR30140759	SRP524307	SRA1940631	26298236241	1774910	ftp.sra.ebi.ac.uk/vol1/fastq/SRR301/059/SRR30140759/SRR30140759_subreads.fastq.gz	18385030442	5fa28376a4898ddfa70fe5c2b2f7519b
GCF_028021215.1	SAMN32629250	SRA:SRS22255942	SRS22255942	Eschrichtius robustus PacBio sequencing	PACBIO_SMRT	Sequel II	3600355	55414153654	PRJNA1144518	Eschrichtius robustus	mEscRob2_PacBio_reads_2	SINGLE	WGS	GENOMIC	size fractionation	SRX25609220	SRR30140760	SRP524307	SRA1940631	55414153654	3600355	ftp.sra.ebi.ac.uk/vol1/fastq/SRR301/060/SRR30140760/SRR30140760_subreads.fastq.gz	25821285539	cef74eed6e09ae7f2833cef47c1f336a
GCF_028021215.1	SAMN32629250	SRA:SRS22255942	SRS22255942	Eschrichtius robustus PacBio HiFi sequencing	PACBIO_SMRT	Sequel II	1343652	19451247579	PRJNA1144518	Eschrichtius robustus	mEscRob2_PacBio_HiFi_fastq_2	SINGLE	WGS	GENOMIC	size fractionation	SRX25609219	SRR30140761	SRP524307	SRA1940631	19451247579	1343652	ftp.sra.ebi.ac.uk/vol1/fastq/SRR301/061/SRR30140761/SRR30140761_subreads.fastq.gz	13610379220	3654f8dc9d0fb4cad041304a2ffb2b74
GCF_028021215.1	SAMN32629250	SRA:SRS22255942	SRS22255942	Eschrichtius robustus PacBio sequencing	PACBIO_SMRT	Sequel II	4537109	67328457265	PRJNA1144518	Eschrichtius robustus	mEscRob2_PacBio_reads_1	SINGLE	WGS	GENOMIC	size fractionation	SRX25609218	SRR30140762	SRP524307	SRA1940631	67328457265	4537109	ftp.sra.ebi.ac.uk/vol1/fastq/SRR301/062/SRR30140762/SRR30140762_subreads.fastq.gz	30309651932	8dd43aef4f40aae89a7962d63b6332d4
GCF_028021215.1	SAMN32629250	SRA:SRS22255942	SRS22255942	Eschrichtius robustus PacBio HiFi sequencing	PACBIO_SMRT	Sequel II	1110611	18060625299	PRJNA1144518	Eschrichtius robustus	mEscRob2_PacBio_HiFi_fastq_1	SINGLE	WGS	GENOMIC	size fractionation	SRX25609217	SRR30140763	SRP524307	SRA1940631	18060625299	1110611	ftp.sra.ebi.ac.uk/vol1/fastq/SRR301/063/SRR30140763/SRR30140763_subreads.fastq.gz	13572342697	ebd87b732b0efa8be0bc18e9123a7893
GCF_011004845.1	SAMN12623624	SRA:SRS18688464	SRS18688464	Esox Lucius whole genome sequencing with 10X linked reads	ILLUMINA	Illumina NovaSeq 6000	28268621	8537123542	PRJNA1008120	Esox lucius	fEsoLuc1_10X_8	PAIRED	WGS	GENOMIC	RANDOM	SRX21452240	SRR25728148	SRP456385	SRA1697087	8537123542	28268621	ftp.sra.ebi.ac.uk/vol1/fastq/SRR257/048/SRR25728148/SRR25728148_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR257/048/SRR25728148/SRR25728148_2.fastq.gz	1592051207;1584638141	ac26f46c5c74e037a2e0395f68d94014;832ab2da99690c9eb2b054555c8baf64
GCF_011004845.1	SAMN12623624	SRA:SRS18688464	SRS18688464	Esox Lucius Hi-C sequencing	ILLUMINA	Illumina NovaSeq 6000	453200188	135960056400	PRJNA1008120	Esox lucius	fEsoLuc1_HiC_1	PAIRED	Hi-C	GENOMIC	Restriction Digest	SRX21452239	SRR25728149	SRP456385	SRA1697087	135960056400	453200188	ftp.sra.ebi.ac.uk/vol1/fastq/SRR257/049/SRR25728149/SRR25728149_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR257/049/SRR25728149/SRR25728149_2.fastq.gz	25752793525;25786090723	4d8344ad7b95bf31dd605dd88f9641d4;3345d4ce19a90e918e0cf82cfb1aaad0
GCF_011004845.1	SAMN12623624	SRA:SRS18688464	SRS18688464	Esox Lucius PacBio subreads	PACBIO_SMRT	Sequel II	893006	9944279605	PRJNA1008120	Esox lucius	fEsoLuc1_PacBio_subreads_1	SINGLE	WGS	GENOMIC	size fractionation	SRX21452238	SRR25728150	SRP456385	SRA1697087	9944279605	893006	ftp.sra.ebi.ac.uk/vol1/fastq/SRR257/050/SRR25728150/SRR25728150.fastq.gz	3063496719	9e44e01dd72cd9a593a7f514f6af18ca
GCF_011004845.1	SAMN12623624	SRA:SRS18688464	SRS18688464	Esox Lucius whole genome sequencing with 10X linked reads	ILLUMINA	Illumina NovaSeq 6000	28186412	8512296424	PRJNA1008120	Esox lucius	fEsoLuc1_10X_7	PAIRED	WGS	GENOMIC	RANDOM	SRX21452237	SRR25728151	SRP456385	SRA1697087	8512296424	28186412	ftp.sra.ebi.ac.uk/vol1/fastq/SRR257/051/SRR25728151/SRR25728151_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR257/051/SRR25728151/SRR25728151_2.fastq.gz	1588043808;1580668232	c003ddea640de701ceda1f2a25073e7b;13bf469204c8491c6bdfa965eeb8594e
GCF_011004845.1	SAMN12623624	SRA:SRS18688464	SRS18688464	Esox Lucius whole genome sequencing with 10X linked reads	ILLUMINA	Illumina NovaSeq 6000	28743094	8680414388	PRJNA1008120	Esox lucius	fEsoLuc1_10X_6	PAIRED	WGS	GENOMIC	RANDOM	SRX21452236	SRR25728152	SRP456385	SRA1697087	8680414388	28743094	ftp.sra.ebi.ac.uk/vol1/fastq/SRR257/052/SRR25728152/SRR25728152_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR257/052/SRR25728152/SRR25728152_2.fastq.gz	1620095851;1612625543	c097670c233174df056a518d1a02c78b;56802fefe01341206ec34f32de99739e
GCF_011004845.1	SAMN12623624	SRA:SRS18688464	SRS18688464	Esox Lucius whole genome sequencing with 10X linked reads	ILLUMINA	Illumina NovaSeq 6000	28701923	8667980746	PRJNA1008120	Esox lucius	fEsoLuc1_10X_5	PAIRED	WGS	GENOMIC	RANDOM	SRX21452235	SRR25728153	SRP456385	SRA1697087	8667980746	28701923	ftp.sra.ebi.ac.uk/vol1/fastq/SRR257/053/SRR25728153/SRR25728153_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR257/053/SRR25728153/SRR25728153_2.fastq.gz	1618443938;1610851034	0fe4647b8163d809b8857f31b12b60bf;1a00d3690edc020fc1b34d73772a34b4
GCF_011004845.1	SAMN12623624	SRA:SRS18688464	SRS18688464	Esox Lucius whole genome sequencing with 10X linked reads	ILLUMINA	Illumina NovaSeq 6000	27992445	8453718390	PRJNA1008120	Esox lucius	fEsoLuc1_10X_4	PAIRED	WGS	GENOMIC	RANDOM	SRX21452234	SRR25728154	SRP456385	SRA1697087	8453718390	27992445	ftp.sra.ebi.ac.uk/vol1/fastq/SRR257/054/SRR25728154/SRR25728154_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR257/054/SRR25728154/SRR25728154_2.fastq.gz	1576797860;1570006133	02390ac76559a6956f0a1d8ca43817b3;4225f26dfe4ab727da6ae6138a39ee10
GCF_011004845.1	SAMN12623624	SRA:SRS18688464	SRS18688464	Esox Lucius whole genome sequencing with 10X linked reads	ILLUMINA	Illumina NovaSeq 6000	27871547	8417207194	PRJNA1008120	Esox lucius	fEsoLuc1_10X_3	PAIRED	WGS	GENOMIC	RANDOM	SRX21452233	SRR25728155	SRP456385	SRA1697087	8417207194	27871547	ftp.sra.ebi.ac.uk/vol1/fastq/SRR257/055/SRR25728155/SRR25728155_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR257/055/SRR25728155/SRR25728155_2.fastq.gz	1570417307;1563590042	9bb1babbe8b5f64e37013d6b4197bc22;c34e8ac6f9ae97f8b048bc9fecc9f083
GCF_011004845.1	SAMN12623624	SRA:SRS18688464	SRS18688464	Esox Lucius PacBio subreads	PACBIO_SMRT	Sequel II	852228	12494906555	PRJNA1008120	Esox lucius	fEsoLuc1_PacBio_subreads_7	SINGLE	WGS	GENOMIC	size fractionation	SRX21452232	SRR25728156	SRP456385	SRA1697087	12494906555	852228	ftp.sra.ebi.ac.uk/vol1/fastq/SRR257/056/SRR25728156/SRR25728156_subreads.fastq.gz	3814020988	7ee17bc083caa9715d7a16e4cc9bb78d
GCF_011004845.1	SAMN12623624	SRA:SRS18688464	SRS18688464	Esox Lucius PacBio subreads	PACBIO_SMRT	Sequel II	791860	8054554555	PRJNA1008120	Esox lucius	fEsoLuc1_PacBio_subreads_6	SINGLE	WGS	GENOMIC	size fractionation	SRX21452231	SRR25728157	SRP456385	SRA1697087	8054554555	791860	ftp.sra.ebi.ac.uk/vol1/fastq/SRR257/057/SRR25728157/SRR25728157.fastq.gz	2502485252	0a2c09078aae3d34c0c1c8a0fe9f3f7a
GCF_011004845.1	SAMN12623624	SRA:SRS18688464	SRS18688464	Esox Lucius PacBio subreads	PACBIO_SMRT	Sequel II	853542	12009596156	PRJNA1008120	Esox lucius	fEsoLuc1_PacBio_subreads_5	SINGLE	WGS	GENOMIC	size fractionation	SRX21452230	SRR25728158	SRP456385	SRA1697087	12009596156	853542	ftp.sra.ebi.ac.uk/vol1/fastq/SRR257/058/SRR25728158/SRR25728158_subreads.fastq.gz	3670740939	9eb135796e20a0ec55a4a7f546af40d2
GCF_011004845.1	SAMN12623624	SRA:SRS18688464	SRS18688464	Esox Lucius PacBio subreads	PACBIO_SMRT	Sequel II	903509	10318304428	PRJNA1008120	Esox lucius	fEsoLuc1_PacBio_subreads_4	SINGLE	WGS	GENOMIC	size fractionation	SRX21452229	SRR25728159	SRP456385	SRA1697087	10318304428	903509	ftp.sra.ebi.ac.uk/vol1/fastq/SRR257/059/SRR25728159/SRR25728159_subreads.fastq.gz	3162348332	1a646ba58186cb8b24e97d1b2c84d631
GCF_011004845.1	SAMN12623624	SRA:SRS18688464	SRS18688464	Esox Lucius PacBio subreads	PACBIO_SMRT	Sequel II	892832	10514930686	PRJNA1008120	Esox lucius	fEsoLuc1_PacBio_subreads_3	SINGLE	WGS	GENOMIC	size fractionation	SRX21452228	SRR25728160	SRP456385	SRA1697087	10514930686	892832	ftp.sra.ebi.ac.uk/vol1/fastq/SRR257/060/SRR25728160/SRR25728160_subreads.fastq.gz	3217315201	4bd0cacc916505cc80cc62c587027dde
GCF_011004845.1	SAMN12623624	SRA:SRS18688464	SRS18688464	Esox Lucius PacBio subreads	PACBIO_SMRT	Sequel II	870095	9713016276	PRJNA1008120	Esox lucius	fEsoLuc1_PacBio_subreads_2	SINGLE	WGS	GENOMIC	size fractionation	SRX21452227	SRR25728161	SRP456385	SRA1697087	9713016276	870095	ftp.sra.ebi.ac.uk/vol1/fastq/SRR257/061/SRR25728161/SRR25728161_subreads.fastq.gz	2979611096	674900415df174c2bb278a6cb967da7f
GCF_011004845.1	SAMN12623624	SRA:SRS18688464	SRS18688464	Esox Lucius whole genome sequencing with 10X linked reads	ILLUMINA	Illumina NovaSeq 6000	23953771	7234038842	PRJNA1008120	Esox lucius	fEsoLuc1_10X_2	PAIRED	WGS	GENOMIC	RANDOM	SRX21452226	SRR25728162	SRP456385	SRA1697087	7234038842	23953771	ftp.sra.ebi.ac.uk/vol1/fastq/SRR257/062/SRR25728162/SRR25728162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR257/062/SRR25728162/SRR25728162_2.fastq.gz	1348828302;1342012916	7ae97772477a7c15e978a08eb83dae04;d2cd193083ad12600b21ea422ca95f36
GCF_011004845.1	SAMN12623624	SRA:SRS18688464	SRS18688464	Esox Lucius whole genome sequencing with 10X linked reads	ILLUMINA	Illumina NovaSeq 6000	23834452	7198004504	PRJNA1008120	Esox lucius	fEsoLuc1_10X_1	PAIRED	WGS	GENOMIC	RANDOM	SRX21452225	SRR25728163	SRP456385	SRA1697087	7198004504	23834452	ftp.sra.ebi.ac.uk/vol1/fastq/SRR257/063/SRR25728163/SRR25728163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR257/063/SRR25728163/SRR25728163_2.fastq.gz	1342472905;1335622680	f46961f00486d126a673e61cf3e22986;1620b53ac0d49ac5d547475a544258a6
GCF_902713425.1	SAMEA5572864	SRA:ERS4354975	ERS4354975	Sequel II sequencing	PACBIO_SMRT	Sequel II	2061787	28248665113	PRJEB19273	Acipenser ruthenus	DN557884R-A1	SINGLE	WGS	GENOMIC	RANDOM	ERX6262114	ERR6635593	ERP021269	ERA6044666	28248665113	2061787	ftp.sra.ebi.ac.uk/vol1/fastq/ERR663/003/ERR6635593/ERR6635593.fastq.gz	21254582308	47723ff4b335b8c005709628e7ce1a97
GCF_902713425.1	SAMEA5572864	SRA:ERS4354975	ERS4354975	Sequel II sequencing	PACBIO_SMRT	Sequel II	2138614	28913031694	PRJEB19273	Acipenser ruthenus	DN557884R-A1	SINGLE	WGS	GENOMIC	RANDOM	ERX6262113	ERR6635592	ERP021269	ERA6044666	28913031694	2138614	ftp.sra.ebi.ac.uk/vol1/fastq/ERR663/002/ERR6635592/ERR6635592.fastq.gz	20962005150	4b923d16c11cdca20728d23eb3aca3c6
GCF_902713425.1	SAMEA5572864	SRA:ERS4354975	ERS4354975	Sequel II sequencing	PACBIO_SMRT	Sequel II	2031858	27844362100	PRJEB19273	Acipenser ruthenus	DN557884R-A1	SINGLE	WGS	GENOMIC	RANDOM	ERX6262112	ERR6635591	ERP021269	ERA6044666	27844362100	2031858	ftp.sra.ebi.ac.uk/vol1/fastq/ERR663/001/ERR6635591/ERR6635591.fastq.gz	20751438850	44dd573bc54827cfeab79c6dfff11721
GCF_902713425.1	SAMEA5572864	SRA:ERS4354975	ERS4354975	Sequel II sequencing	PACBIO_SMRT	Sequel II	2007174	26600939821	PRJEB19273	Acipenser ruthenus	DN557884R-A1	SINGLE	WGS	GENOMIC	RANDOM	ERX6262111	ERR6635590	ERP021269	ERA6044666	26600939821	2007174	ftp.sra.ebi.ac.uk/vol1/fastq/ERR663/000/ERR6635590/ERR6635590.fastq.gz	18521196590	ac3e455dfa8228089a2efacbffb88798
GCF_902713425.1	SAMEA5572864	SRA:ERS4354975	ERS4354975	Sequel II sequencing	PACBIO_SMRT	Sequel II	0	0	PRJEB19273	Acipenser ruthenus	29123378	SINGLE	WGS	GENOMIC	RANDOM	ERX5218635	ERR5433943	ERP021269	ERA3560735			ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/003/ERR5433943/ERR5433943.fastq.gz	139190918313	4d1e5cddc1e19d07022a10a14447a792
GCF_902713425.1	SAMEA5572864	SRA:ERS4354975	ERS4354975	Sequel II sequencing	PACBIO_SMRT	Sequel II	0	0	PRJEB19273	Acipenser ruthenus	29123378	SINGLE	WGS	GENOMIC	RANDOM	ERX5218636	ERR5433944	ERP021269	ERA3560735			ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/004/ERR5433944/ERR5433944.fastq.gz	135159262624	a5b795746f782e6055325cc1070a29f9
GCF_902713425.1	SAMEA5572864	SRA:ERS4354975	ERS4354975	Sequel II sequencing	PACBIO_SMRT	Sequel II	0	0	PRJEB19273	Acipenser ruthenus	29123378	SINGLE	WGS	GENOMIC	RANDOM	ERX5218634	ERR5433942	ERP021269	ERA3560735			ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/002/ERR5433942/ERR5433942.fastq.gz	131496090319	777166e0b4551278bbac23a37c272668
GCF_902713425.1	SAMEA5572864	SRA:ERS4354975	ERS4354975	Sequel II sequencing	PACBIO_SMRT	Sequel II	0	0	PRJEB19273	Acipenser ruthenus	29123378	SINGLE	WGS	GENOMIC	RANDOM	ERX5180946	ERR5396036	ERP021269	ERA3505937			ftp.sra.ebi.ac.uk/vol1/fastq/ERR539/006/ERR5396036/ERR5396036.fastq.gz	130913817368	2e2cd80846313f8d0e37f5ef55370c4b
GCF_902713425.1	SAMEA5572864	SRA:ERS4354975	ERS4354975	HiSeq X Ten paired end sequencing	ILLUMINA	HiSeq X Ten	98928018	29876261436	PRJEB19273	Acipenser ruthenus	DN563500A:A1	PAIRED	WGS	GENOMIC	RANDOM	ERX4127517	ERR4162188	ERP021269	ERA2623592	29876261436	98928018	ftp.sra.ebi.ac.uk/vol1/fastq/ERR416/008/ERR4162188/ERR4162188_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR416/008/ERR4162188/ERR4162188_2.fastq.gz	8578658645;9168587303	7beab0011f77357c87a413541acaa322;afc6eb98b7e90aa739170840c317ab16
GCF_902713425.1	SAMEA5572864	SRA:ERS4354975	ERS4354975	HiSeq X Ten paired end sequencing	ILLUMINA	HiSeq X Ten	148413437	44820857974	PRJEB19273	Acipenser ruthenus	DN563500A:A1	PAIRED	WGS	GENOMIC	RANDOM	ERX4127516	ERR4162187	ERP021269	ERA2623592	44820857974	148413437	ftp.sra.ebi.ac.uk/vol1/fastq/ERR416/007/ERR4162187/ERR4162187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR416/007/ERR4162187/ERR4162187_2.fastq.gz	12885216035;13771638751	a84023b5f86afbf54fa310d319ea83bf;a6e8e2da450be1758e80ec17f74e40d3
GCF_902713425.1	SAMEA5572864	SRA:ERS4354975	ERS4354975	HiSeq X Ten paired end sequencing	ILLUMINA	HiSeq X Ten	31050535	9377261570	PRJEB19273	Acipenser ruthenus	DN563500A:A1	PAIRED	WGS	GENOMIC	RANDOM	ERX4127515	ERR4162186	ERP021269	ERA2623592	9377261570	31050535	ftp.sra.ebi.ac.uk/vol1/fastq/ERR416/006/ERR4162186/ERR4162186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR416/006/ERR4162186/ERR4162186_2.fastq.gz	2698031448;2875836507	d75c2be9a53cbd0b0a14addc6d8e70e3;7eb02b1507def7373628ac4433c52143
GCF_902713425.1	SAMEA5572864	SRA:ERS4354975	ERS4354975	HiSeq X Ten paired end sequencing	ILLUMINA	HiSeq X Ten	112148682	33868901964	PRJEB19273	Acipenser ruthenus	DN563500A:A1	PAIRED	WGS	GENOMIC	RANDOM	ERX4127514	ERR4162185	ERP021269	ERA2623592	33868901964	112148682	ftp.sra.ebi.ac.uk/vol1/fastq/ERR416/005/ERR4162185/ERR4162185_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR416/005/ERR4162185/ERR4162185_2.fastq.gz	9702492153;10378119664	ef6b1e044b00f91376d3ea6018311da5;13f157c8b850749ad8a3b38345502125
GCF_902713425.1	SAMEA5572864	SRA:ERS4354975	ERS4354975	HiSeq X Ten paired end sequencing	ILLUMINA	HiSeq X Ten	105429109	31839590918	PRJEB19273	Acipenser ruthenus	DN563500A:A1	PAIRED	WGS	GENOMIC	RANDOM	ERX4023168	ERR4021780	ERP021269	ERA2422024	31839590918	105429109	ftp.sra.ebi.ac.uk/vol1/fastq/ERR402/000/ERR4021780/ERR4021780_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR402/000/ERR4021780/ERR4021780_2.fastq.gz	9081196482;9907001553	568e7e5c2c18f5f8b206a4ec02472a7f;e5836fec265316adbfc723d720b72f42
GCF_902713425.1	SAMEA5572864	SRA:ERS4354975	ERS4354975	HiSeq X Ten paired end sequencing	ILLUMINA	HiSeq X Ten	159564414	48188453028	PRJEB19273	Acipenser ruthenus	DN563500A:A1	PAIRED	WGS	GENOMIC	RANDOM	ERX4023167	ERR4021779	ERP021269	ERA2422024	48188453028	159564414	ftp.sra.ebi.ac.uk/vol1/fastq/ERR402/009/ERR4021779/ERR4021779_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR402/009/ERR4021779/ERR4021779_2.fastq.gz	13760036493;15025777612	1b5fba92465ae80374e2cc1bea7847c3;7abe98089457a2dc9eb72b17dc3e919d
GCF_902713425.1	SAMEA5572864	SRA:ERS4354975	ERS4354975	HiSeq X Ten paired end sequencing	ILLUMINA	HiSeq X Ten	33122201	10002904702	PRJEB19273	Acipenser ruthenus	DN563500A:A1	PAIRED	WGS	GENOMIC	RANDOM	ERX4023166	ERR4021778	ERP021269	ERA2422024	10002904702	33122201	ftp.sra.ebi.ac.uk/vol1/fastq/ERR402/008/ERR4021778/ERR4021778_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR402/008/ERR4021778/ERR4021778_2.fastq.gz	2860817977;3111629182	692232e8a9dd9f20a1f1aa46580de8ba;632b3ef71a0ccd765717ffc860cf270e
GCF_902713425.1	SAMEA5572864	SRA:ERS4354975	ERS4354975	HiSeq X Ten paired end sequencing	ILLUMINA	HiSeq X Ten	119506627	36091001354	PRJEB19273	Acipenser ruthenus	DN563500A:A1	PAIRED	WGS	GENOMIC	RANDOM	ERX4023165	ERR4021777	ERP021269	ERA2422024	36091001354	119506627	ftp.sra.ebi.ac.uk/vol1/fastq/ERR402/007/ERR4021777/ERR4021777_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR402/007/ERR4021777/ERR4021777_2.fastq.gz	10267267847;11198693787	cfce29e77c0783cdb41c1596a38d7fae;14c976ea051a5922f27cb32f29d0b9dd
